HawtC2_ProjectName: PcsFEM_Subs.CalStressAndStrain 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.HawtC2 @CopyRight 赵子祯
计算时间：11/06/2025 08:58:23

Section 1 Strain and Stress Data at Force 0_0_0_20000_10000_0
Strains in beam coordinate system for each element
 1.855893912926390E-06	  -1.710898557722300E-05	   4.037565806180020E-05	  -2.766109392928410E-04	   1.829523680903620E-05	  -3.704365291418900E-05	
 1.843981629630170E-06	  -1.742054744023670E-05	   4.079863108259750E-05	  -2.775447998506270E-04	   1.763759067821840E-05	  -3.633067615132940E-05	
 1.818152257715280E-06	  -1.752556252186500E-05	   4.134945347656690E-05	  -2.794019629023660E-04	   1.831045975278100E-05	  -3.644436124523360E-05	
 1.670122831300270E-06	  -1.863864733047340E-05	   4.424496193930660E-05	  -3.036491485990530E-04	   1.981764654558380E-05	  -3.191802867704160E-05	
 1.521401124593170E-06	  -1.933051573989430E-05	   4.751929245749470E-05	  -3.350644618065740E-04	   2.235753006121030E-05	  -2.957830631662570E-05	
 1.400357392018190E-06	  -2.154199009473010E-05	   5.158146261130550E-05	  -3.743447103039540E-04	   2.476436164088330E-05	  -3.268480677787790E-05	
 1.250803028788320E-06	  -2.549321313715200E-05	   5.700506957642950E-05	  -4.226408014091560E-04	   2.688549920915550E-05	  -4.730855022917040E-05	
 5.198823648790580E-06	  -1.697561055349250E-05	   3.915655184043040E-05	  -2.520178225650290E-04	   3.414553593009310E-05	  -8.961823025067780E-05	
 5.164422466795110E-06	  -1.773068600211910E-05	   3.948054780692200E-05	  -2.539434566207810E-04	   3.199316866269950E-05	  -9.030126357417760E-05	
 5.089830476160180E-06	  -1.629690672955690E-05	   3.797349119597150E-05	  -2.581068358797660E-04	   3.423285486355730E-05	  -9.237922862316620E-05	
 4.662340035230070E-06	  -1.528257138506840E-05	   3.828444969090020E-05	  -2.805559199268850E-04	   3.529164251417510E-05	  -1.049640544011960E-04	
 4.232850375533250E-06	  -1.403537048856370E-05	   3.907653741959930E-05	  -3.084243842751550E-04	   3.741160431408670E-05	  -1.209823186717450E-04	
 3.883291238113940E-06	  -1.323485854885280E-05	   4.341797883338650E-05	  -3.423160652300870E-04	   4.374584946501840E-05	  -1.436976032609110E-04	
 3.451396970680110E-06	  -1.255952878410350E-05	   5.398834876747130E-05	  -4.141068547323570E-04	   5.513974379320780E-05	  -1.816550674537690E-04	
 8.997023271854130E-06	  -2.902775645674410E-06	   2.119224191388190E-05	  -2.459407844520300E-04	   4.614350857818080E-05	  -1.306778728804860E-04	
 8.930432143676170E-06	  -2.432852789807550E-06	   2.018832218314880E-05	  -2.453815121334490E-04	   4.782608783784660E-05	  -1.311229823477770E-04	
 8.763410178685390E-06	  -1.444723478577620E-06	   1.878709896523860E-05	  -2.406154731192090E-04	   4.973851675191630E-05	  -1.384754439821310E-04	
 8.037329156199890E-06	   2.637143822098320E-06	   1.394730472814540E-05	  -2.400247934367050E-04	   5.678090462645480E-05	  -1.484548487743010E-04	
 7.348447009532180E-06	   6.392927630804380E-06	   1.052614056555720E-05	  -2.358877001985610E-04	   6.152023640426540E-05	  -1.636527557285930E-04	
 6.748553485836770E-06	   1.191911857040670E-05	   7.997876888509900E-06	  -2.293249560904590E-04	   6.601746954066990E-05	  -1.869608119064590E-04	
 6.007361091704200E-06	   1.940363124356010E-05	   4.816097831652400E-06	  -2.093872052732680E-04	   6.963857264751660E-05	  -2.205736299092330E-04	
 1.383437365085940E-05	  -5.266382382153920E-06	   6.353313963887940E-06	  -1.932627547752580E-04	   2.919789486782580E-05	  -1.289841087666220E-04	
 1.371353804686350E-05	  -3.873259053980360E-06	   5.662981379735460E-06	  -1.926306196085230E-04	   3.153950831732500E-05	  -1.311008495099030E-04	
 1.337196830608180E-05	  -2.997967986719090E-06	   7.148478118252160E-06	  -1.919703447610400E-04	   3.399712206453680E-05	  -1.327123519557500E-04	
 1.222692595066940E-05	   1.298725198872190E-06	   8.029735470058260E-06	  -1.806697713165140E-04	   4.230064804010130E-05	  -1.438758131887850E-04	
 1.121923378205900E-05	   4.942389867835370E-06	   8.457610147533290E-06	  -1.686845223591260E-04	   4.815206164065430E-05	  -1.520324504724630E-04	
 1.026121855596300E-05	   8.306583707375510E-06	   5.600967724973770E-06	  -1.471674178522150E-04	   4.864043600515420E-05	  -1.539408078725650E-04	
 9.077552503575240E-06	   1.175975017132660E-05	   9.755002090801050E-07	  -1.128953703562640E-04	   4.542885283862750E-05	  -1.488737448498330E-04	
 2.186812308817740E-05	  -3.082911597589090E-07	   4.670262206207080E-06	  -1.474243619320040E-04	   4.153007710472250E-05	  -1.340022204665540E-04	
 2.170107977319360E-05	   3.797708039354680E-07	   3.707106669094490E-06	  -1.456454568162640E-04	   4.222300137149960E-05	  -1.354024578021430E-04	
 2.121551450452800E-05	   4.899048900917300E-07	   4.366886621683650E-06	  -1.468397757150830E-04	   4.217486622093570E-05	  -1.328217074765210E-04	
 1.969255946315200E-05	   1.326862085969030E-06	   4.660582334794090E-06	  -1.406699322642320E-04	   4.322082344677600E-05	  -1.335445659922990E-04	
 1.838375443799600E-05	   1.707757441591680E-06	   5.357720455886670E-06	  -1.358033993531160E-04	   4.390085131194430E-05	  -1.327361179566400E-04	
 1.710476530208710E-05	   2.443881828599650E-06	   5.462809433600670E-06	  -1.306164323396570E-04	   4.448356591453080E-05	  -1.301332140116860E-04	
