HawtC2_ProjectName: SectionMESH_1_BECAS_Case5_windEnergy翼型验证 更多消息和教程请访问：http://www.hawtc.cn/
Powered By OpenWECD.HawtC2.HawtC3.PCS @CopyRight 赵子祯
计算时间：12/20/2025 14:30:47
-------------- 自定义网格 -----------------!（used only pre.SelfMesh is true）!该文件由PcsL自动生成
5271                                   FEMNodeNum        -   自定义网格当中的有限元节点数量
5146                                   FEMElementNum   -  自定义网格当中的单元数量
0                   ElememtType    -    单元类型{0：Q4单元；1：Q8单元}
!BeginNode  (节点编号，从零开始 ； 节点x坐标  ；节点y坐标)
0  0.00000000000000000000  0.00000000000000000000
1  0.00006487872208438272  0.00000000000000000000
2  0.00007573441377173307  0.00000000000000000000
3  0.00008659010545908341  0.00000000000000000000
4  0.00009744579714637824  0.00000000000000000000
5  0.00010830148883372859  0.00000000000000000000
6  0.00011915718052107893  0.00000000000000000000
7  0.00013001287220842928  0.00000000000000000000
8  0.00014086856389577962  0.00000000000000000000
9  0.00015172425558312996  0.00000000000000000000
10  0.00038100000000002021  0.00000000000000000000
11  0.00053529202853597191  0.00000000000000000000
12  0.00072707591501242064  0.00000000000000000000
13  0.00089099999999997515  0.00000000000000000000
14  0.00111064368796526258  0.00000000000000000000
15  0.00130242757444171131  0.00000000000000000000
16  0.00149421146091810453  0.00000000000000000000
17  0.00168599534739455326  0.00000000000000000000
18  0.00211468874069481449  0.00000000000000000000
19  0.00254338213399502022  0.00000000000000000000
20  0.00297207552729528146  0.00000000000000000000
21  0.00340076892059554270  0.00000000000000000000
22  0.00382946231389580394  0.00000000000000000000
23  0.00425815570719600966  0.00000000000000000000
24  0.00468684910049627090  0.00000000000000000000
25  0.00511554249379653214  0.00000000000000000000
26  0.00517466935483873458  0.00000000000000000000
27  0.00523379621588088151  0.00000000000000000000
28  0.00529292307692308395  0.00000000000000000000
29  0.00535204993796528639  0.00000000000000000000
30  0.00541117679900743331  0.00000000000000000000
31  0.00547030366004963575  0.00000000000000000000
32  0.00552943052109183819  0.00000000000000000000
33  0.00558855738213398512  0.00000000000000000000
34  0.00564768424317618756  0.00000000000000000000
35  0.00606509623138956622  0.00000000000000000000
36  0.00648250821960300039  0.00000000000000000000
37  0.00689992020781637905  0.00000000000000000000
38  0.00731733219602975771  0.00000000000000000000
39  0.00773474418424319188  0.00000000000000000000
40  0.00815215617245657054  0.00000000000000000000
41  0.00856956816066994920  0.00000000000000000000
42  0.00898698014888338337  0.00000000000000000000
43  0.00916748263027294952  0.00000000000000000000
44  0.00934798511166251567  0.00000000000000000000
45  0.00952848759305208182  0.00000000000000000000
46  0.00970899007444170348  0.00000000000000000000
47  0.00988949255583126963  0.00000000000000000000
48  0.01006999503722083578  0.00000000000000000000
49  0.01025049751861040193  0.00000000000000000000
50  0.01043100000000002359  0.00000000000000000000
51  0.00101851400000002590  0.00704816399999999999
52  0.00108185748388356373  0.00703413361765332229
53  0.00109245629516330212  0.00703178601430791330
54  0.00110305510644304050  0.00702943841096250431
55  0.00111365391772272337  0.00702709080761709532
56  0.00112425272900246176  0.00702474320427168633
57  0.00113485154028220014  0.00702239560092627734
58  0.00114545035156193853  0.00702004799758086835
59  0.00115604916284167691  0.00701770039423545936
60  0.00116664797412141530  0.00701535279089005037
61  0.00139049832065679668  0.00696577064355976237
62  0.00154113930600513482  0.00693240413935227676
63  0.00172838497194705010  0.00689092981358338953
64  0.00188843008846517613  0.00685548032391535261
65  0.00210287630383082513  0.00680798116204561592
66  0.00229012196977268490  0.00676650683627672868
67  0.00247736763571454466  0.00672503251050784231
68  0.00266461330165645993  0.00668355818473895507
69  0.00308316243729123141  0.00659085086831438446
70  0.00350171157292605839  0.00649814355188981386
71  0.00392026070856082987  0.00640543623546524325
72  0.00433880984419565685  0.00631272891904067265
73  0.00475735897983042832  0.00622002160261610204
74  0.00517590811546525531  0.00612731428619153144
75  0.00559445725110002678  0.00603460696976696083
76  0.00601300638673485377  0.00594189965334239022
77  0.00607073411701658516  0.00592911314274648278
78  0.00612846184729831656  0.00591632663215057447
79  0.00618618957758010346  0.00590354012155466703
80  0.00624391730786183485  0.00589075361095875872
81  0.00630164503814356625  0.00587796710036285041
82  0.00635937276842535315  0.00586518058976694297
83  0.00641710049870708454  0.00585239407917103466
84  0.00647482822898881594  0.00583960756857512722
85  0.00653255595927060284  0.00582682105797921977
86  0.00694009064396761133  0.00573655340777634842
87  0.00734762532866467533  0.00564628575757347706
88  0.00775516001336168381  0.00555601810737060570
89  0.00816269469805874781  0.00546575045716773435
90  0.00857022938275575630  0.00537548280696486299
91  0.00897776406745282030  0.00528521515676199163
92  0.00938529875214982878  0.00519494750655912028
93  0.00979283343684689278  0.00510467985635624892
94  0.00996906465185098956  0.00506564519680906180
95  0.01014529586685514184  0.00502661053726187381
96  0.01032152708185929413  0.00498757587771468582
97  0.01049775829686339090  0.00494854121816749783
